Humidity,Temperature,LDR,Weather
73,32.5,853,Rainy
73,32.5,856,Rainy
73,32.5,858,Rainy
73,32.5,860,Rainy
73,32.5,864,Rainy
73,32.5,868,Rainy
73,32.5,868,Rainy
73,32.5,868,Rainy
73,32.5,870,Rainy
73,32.5,873,Rainy
73,32.5,876,Rainy
73,32.5,876,Rainy
73,32.5,880,Rainy
74,32.5,878,Rainy
74,32.5,880,Rainy
74,32.5,879,Rainy
74,32.5,883,Rainy
74,32.5,880,Rainy
74,32.5,881,Rainy
74,32.5,883,Rainy
74,32.5,886,Rainy
74,32.5,885,Rainy
74,32.5,883,Rainy
74,32.5,885,Rainy
74,32.5,886,Rainy
74,32.5,888,Rainy
74,32.5,886,Rainy
74,32.5,889,Rainy
74,32.5,885,Rainy
74,32.5,888,Rainy
74,32.5,889,Rainy
74,32.5,888,Rainy
74,32.5,896,Rainy
74,32.5,900,Rainy
74,32.5,903,Rainy
78,33.1,559,Rainy
71,33.6,555,Rainy
71,33.6,554,Rainy
71,33.6,554,Rainy
71,33.6,561,Rainy
71,33.6,564,Rainy
71,33.6,568,Rainy
71,33.6,567,Rainy
82,30.2,177,Rainy
82,30.4,176,Rainy
82,30.4,176,Rainy
82,30.4,174,Rainy
82,30.4,177,Rainy
82,30.4,175,Rainy
82,30.4,173,Rainy
82,30.4,171,Rainy
82,30.4,172,Rainy
82,30.4,173,Rainy
82,30.4,172,Rainy
82,30.4,172,Rainy
82,30.4,175,Rainy
82,30.4,175,Sunny
82,30.4,169,Sunny
82,30.4,170,Sunny
82,30.4,170,Sunny
82,30.5,169,Sunny
81,30.4,169,Sunny
81,30.5,172,Sunny
81,30.5,177,Sunny
81,30.8,177,Sunny
81,30.8,172,Sunny
81,30.8,168,Sunny
81,30.8,168,Sunny
81,30.5,168,Sunny
81,30.5,169,Sunny
81,30.5,166,Sunny
81,30.5,164,Sunny
81,30.6,163,Sunny
81,30.5,165,Sunny
81,30.5,164,Sunny
81,30.5,166,Sunny
80,30.5,166,Sunny
80,30.9,169,Sunny
80,30.9,169,Sunny
80,30.9,165,Sunny
80,30.9,164,Sunny
80,30.9,164,Sunny
80,30.9,165,Sunny
80,30.9,163,Sunny
80,30.9,161,Sunny
80,30.9,161,Sunny
80,30.9,161,Sunny
80,30.9,162,Sunny
79,30.9,165,Sunny
79,30.9,163,Sunny
79,30.9,161,Sunny
79,30.9,162,Sunny
79,30.9,162,Sunny
79,30.9,160,Sunny
79,30.9,161,Sunny
79,30.9,160,Sunny
79,30.9,164,Sunny
80,30.9,162,Sunny
80,30.9,164,Sunny
80,30.9,162,Sunny
79,31.4,161,Sunny
80,31.4,161,Sunny
80,31.4,160,Sunny
80,31.4,161,Sunny
79,31.3,160,Sunny
79,31.4,161,Sunny
79,31.4,159,Sunny
79,31.4,158,Sunny
79,31.4,158,Sunny
79,31.4,159,Sunny
79,31.4,159,Sunny
79,31.2,158,Sunny
79,31,159,Sunny
79,31,158,Sunny
79,31,156,Sunny
78,31,157,Sunny
78,31,156,Sunny
78,31.1,156,Sunny
78,31.2,157,Sunny
78,31.1,156,Sunny
78,31.2,158,Sunny
78,31,159,Sunny
78,31.1,160,Sunny
78,31.2,168,Sunny
78,31.4,166,Sunny
79,31.5,163,Sunny
79,31.5,163,Sunny
79,31.5,165,Sunny
79,31.5,169,Sunny
79,31.5,162,Sunny
79,31.5,160,Sunny
79,31.5,160,Sunny
79,31.5,160,Sunny
79,31.5,159,Sunny
78,31.5,158,Sunny
78,31.5,158,Sunny
78,31.5,161,Sunny
78,31.5,162,Sunny
78,31.5,162,Sunny
78,31.5,162,Sunny
78,31.5,162,Sunny
78,31.5,160,Sunny
78,31.5,160,Sunny
78,31.5,207,Sunny
78,31.5,158,Sunny
78,31.5,190,Sunny
78,31.5,161,Sunny
78,31.5,163,Sunny
78,31.5,162,Sunny
78,31.5,161,Sunny
78,31.5,162,Sunny
78,31.6,164,Sunny
78,31.5,170,Sunny
78,31.5,181,Sunny
78,31.6,170,Sunny
78,31.5,168,Sunny
78,31.6,173,Sunny
78,31.6,169,Sunny
78,32,166,Sunny
78,32,165,Sunny
78,32,188,Sunny
78,32,194,Sunny
78,32,176,Sunny
78,32,166,Sunny
78,32,168,Sunny
78,32,168,Sunny
78,32,170,Sunny
78,32,169,Sunny
77,32,169,Sunny
77,32,171,Sunny
77,32,172,Sunny
77,32,173,Sunny
77,32,180,Sunny
77,32,211,Sunny
77,32,230,Sunny
77,32,211,Sunny
77,32,171,Sunny
77,32,166,Sunny
77,32,169,Sunny
77,32,198,Sunny
77,32,308,Sunny
77,32,312,Sunny
77,32,316,Sunny
77,32,318,Sunny
77,32,316,Sunny
77,32,309,Sunny
77,32,300,Sunny
77,32,281,Sunny
77,32,257,Sunny
77,32,225,Sunny
77,32,218,Sunny
77,32,194,Sunny
77,31.9,218,Sunny
77,31.9,190,Sunny
77,31.9,163,Sunny
77,32,166,Sunny
77,32,168,Sunny
77,32,169,Sunny
77,32,166,Sunny
77,32,161,Sunny
77,32,160,Sunny
77,32,158,Sunny
77,32,165,Sunny
77,32,213,Sunny
77,32,171,Sunny
77,32,213,Sunny
77,32,204,Sunny
77,32,189,Sunny
77,32,200,Sunny
77,32,163,Sunny
77,32,162,Sunny
77,32,233,Sunny
77,32,266,Sunny
77,32,273,Sunny
77,32,270,Sunny
77,32,271,Sunny
77,32,267,Sunny
77,32,253,Sunny
77,32,169,Sunny
77,32,161,Sunny
77,32,160,Sunny
77,32,161,Sunny
77,32,159,Sunny
77,32,154,Sunny
77,32,154,Sunny
77,32,152,Sunny
77,32,153,Sunny
77,32,151,Sunny
77,32,148,Sunny
76,32,160,Sunny
76,32,150,Sunny
76,31.8,149,Sunny
76,31.7,149,Sunny
76,32,149,Sunny
76,32,148,Sunny
76,32,152,Sunny
76,32,157,Sunny
76,32,161,Sunny
76,32,164,Sunny
76,32,158,Sunny
76,32,218,Sunny
76,32,238,Sunny
77,32,253,Sunny
76,32,246,Sunny
76,32,262,Sunny
77,32,264,Sunny
77,32,264,Sunny
76,32,261,Sunny
77,32,257,Sunny
77,32,245,Sunny
77,32,175,Sunny
77,32,163,Sunny
77,32,150,Sunny
76,32.1,148,Sunny
77,32,161,Sunny
77,32,144,Sunny
77,32,125,Sunny
77,32,126,Sunny
77,32,126,Sunny
77,32,126,Sunny
77,32,126,Sunny
77,32,127,Sunny
76,32,128,Sunny
76,32,126,Sunny
76,32,124,Sunny
76,32,124,Sunny
76,32,137,Sunny
76,32,196,Sunny
76,32,166,Sunny
76,32.1,126,Sunny
76,32,130,Sunny
76,32.5,130,Sunny
76,32.5,130,Sunny
75,32.5,128,Sunny
75,32.5,128,Sunny
75,32.5,127,Sunny
75,32.5,127,Sunny
75,32.5,130,Sunny
75,32.5,145,Sunny
75,32.5,153,Sunny
75,32.5,130,Sunny
75,32.5,133,Sunny
75,32.5,132,Sunny
75,32.6,134,Sunny
75,32.8,136,Sunny
76,33,136,Sunny
75,33,135,Sunny
75,32.7,166,Sunny
75,33,156,Sunny
76,33,154,Sunny
75,32.7,234,Sunny
75,32.6,236,Sunny
75,32.6,193,Sunny
75,32.6,150,Sunny
75,32.6,241,Sunny
75,32.6,198,Sunny
75,32.6,186,Sunny
76,32.6,158,Sunny
75,32.6,182,Sunny
75,32.6,192,Sunny
75,32.6,162,Sunny
75,32.6,228,Sunny
75,32.6,246,Sunny
75,32.6,254,Sunny
75,32.6,261,Sunny
75,32.6,266,Sunny
75,32.6,261,Sunny
75,32.6,216,Sunny
75,32.6,135,Sunny
75,32.7,133,Sunny
75,33,130,Sunny
75,33,130,Sunny
75,33,133,Sunny
75,32.9,134,Sunny
75,32.6,135,Sunny
75,33,134,Sunny
75,32.6,133,Sunny
75,32.5,135,Sunny
75,32.6,136,Sunny
75,33,134,Sunny
75,33,133,Sunny
75,32.8,132,Sunny
75,32.8,128,Sunny
75,32.6,134,Sunny
75,32.6,133,Sunny
75,32.6,134,Sunny
75,32.6,134,Sunny
75,32.6,134,Sunny
75,32.6,132,Sunny
75,32.6,134,Sunny
75,32.6,136,Sunny
75,32.6,136,Sunny
75,32.7,142,Sunny
75,33.1,199,Sunny
75,33.1,223,Sunny
75,33.1,216,Sunny
75,33.1,168,Sunny
75,33.1,137,Sunny
75,33.1,137,Sunny
75,33.1,138,Sunny
75,33.1,128,Sunny
75,33.1,128,Sunny
75,33.1,124,Sunny
75,33.1,123,Sunny
75,33.1,124,Sunny
74,33.1,125,Sunny
74,33.1,125,Sunny
74,33.1,125,Sunny
74,33.1,123,Sunny
74,33.1,122,Sunny
74,33.1,122,Sunny
74,33.1,122,Sunny
74,33.1,144,Sunny
74,33.1,136,Sunny
74,33.1,210,Sunny
74,33.1,243,Sunny
74,33.1,240,Sunny
74,33.2,230,Sunny
74,33.1,214,Sunny
74,33.3,196,Sunny
74,33.1,120,Sunny
74,33.3,121,Sunny
74,33.1,125,Sunny
74,33.3,124,Sunny
74,33.2,123,Sunny
74,33.1,122,Sunny
74,33.6,117,Sunny
74,33.6,116,Sunny
74,33.5,115,Sunny
74,33.3,115,Sunny
74,33.2,116,Sunny
74,33.2,133,Sunny
73,33.2,122,Sunny
73,33.2,118,Sunny
73,33.2,118,Sunny
73,33.2,213,Sunny
73,33.2,266,Sunny
73,33.2,266,Sunny
73,33.2,262,Sunny
73,33.2,247,Sunny
73,33.2,224,Sunny
73,33.2,195,Sunny
72,33.2,185,Sunny
72,33.2,137,Sunny
72,33.2,145,Sunny
72,33.2,196,Sunny
72,33.4,141,Sunny
72,33.2,220,Sunny
73,33.4,144,Sunny
73,33.2,116,Sunny
73,33.2,116,Sunny
72,33.2,115,Sunny
72,33.2,124,Sunny
72,33.2,253,Sunny
73,33.2,268,Sunny
73,33.2,266,Sunny
73,33.2,247,Sunny
73,33.2,185,Sunny
73,33.2,162,Sunny
73,33.2,240,Sunny
73,33.2,190,Sunny
73,33.2,228,Sunny
73,33.2,265,Sunny
73,33.4,259,Sunny
73,33.5,245,Sunny
73,33.4,151,Sunny
73,33.5,211,Sunny
73,33.2,247,Sunny
73,33.4,257,Sunny
73,33.6,262,Sunny
73,33.6,270,Sunny
73,33.6,277,Sunny
73,33.6,283,Sunny
73,33.5,293,Sunny
73,33.1,297,Sunny
73,33.1,300,Sunny
73,33.1,300,Sunny
73,33.1,297,Sunny
73,33.1,294,Sunny
73,33.1,289,Sunny
73,33.1,282,Sunny
73,33.1,278,Sunny
73,33.1,272,Sunny
73,33.1,261,Sunny
73,33.1,249,Sunny
74,33.1,222,Sunny
74,33.1,109,Sunny
74,33.1,108,Sunny
74,33.1,108,Sunny
74,33.1,108,Sunny
74,33.1,110,Sunny
74,33.1,108,Sunny
74,33.1,109,Sunny
74,33.4,109,Sunny
74,33.3,109,Sunny
74,33.6,109,Sunny
74,33.6,108,Sunny
74,33.6,108,Sunny
74,33.6,112,Sunny
74,33.4,244,Sunny
74,33.2,254,Sunny
73,33.2,268,Sunny
73,33.2,273,Sunny
73,33.2,273,Sunny
73,33.2,273,Sunny
73,33.2,273,Sunny
73,33.2,273,Sunny
73,33.2,274,Sunny
73,33.2,276,Sunny
73,33.2,278,Sunny
73,33.2,281,Sunny
73,33.2,281,Sunny
73,33.2,282,Sunny
72,33.2,286,Sunny
73,33.2,288,Sunny
73,33.2,289,Sunny
73,33.2,290,Sunny
73,33.2,289,Sunny
73,33.2,283,Sunny
73,33.2,276,Sunny
73,33.2,267,Sunny
73,33.6,248,Sunny
73,33.6,178,Sunny
73,33.6,113,Sunny
73,33.2,108,Sunny
73,33.1,109,Sunny
73,33.3,109,Sunny
73,33.1,114,Sunny
73,33.1,120,Sunny
73,33.1,111,Sunny
73,33.1,110,Sunny
73,33.3,110,Sunny
73,33.6,108,Sunny
73,33.6,211,Sunny
73,33.4,157,Sunny
73,33.2,136,Sunny
73,33.2,256,Sunny
73,33.2,273,Sunny
73,33.3,279,Sunny
73,33.3,280,Sunny
73,33.3,272,Sunny
73,33.6,265,Sunny
73,33.6,273,Sunny
73,33.6,270,Sunny
73,33.2,268,Sunny
73,33.2,268,Sunny
73,33.1,272,Sunny
73,33.1,270,Sunny
73,33.1,262,Sunny
73,33.1,234,Sunny
73,33.1,216,Sunny
73,33.1,195,Sunny
73,33.1,217,Sunny
73,33.1,158,Sunny
73,33.1,116,Sunny
73,33.1,113,Sunny
73,33.1,113,Sunny
73,33.1,108,Sunny
73,33.3,108,Sunny
73,33.5,108,Sunny
73,33.5,109,Sunny
73,33.6,110,Sunny
73,33.5,113,Sunny
73,33.2,111,Sunny
73,33.2,110,Sunny
73,33.2,111,Sunny
73,33.3,110,Sunny
72,33.4,109,Sunny
72,33.3,109,Sunny
72,33.2,112,Sunny
72,33.2,162,Sunny
72,33.2,112,Sunny
71,33.2,109,Sunny
71,33.2,109,Sunny
71,33.2,109,Sunny
71,33.2,109,Sunny
71,33.2,108,Sunny
71,33.2,108,Sunny
71,33.6,109,Sunny
71,33.7,110,Sunny
71,33.7,109,Sunny
71,33.7,109,Sunny
71,33.7,110,Sunny
71,33.7,114,Sunny
71,33.7,209,Sunny
71,33.7,256,Sunny
71,33.7,272,Sunny
71,33.7,276,Sunny
71,33.7,272,Sunny
71,33.7,272,Sunny
71,33.7,253,Sunny
71,33.8,220,Sunny
71,33.7,208,Sunny
71,33.8,196,Sunny
71,33.7,135,Sunny
71,33.7,113,Sunny
71,33.8,113,Sunny
71,33.8,112,Sunny
71,33.8,114,Sunny
73,33.7,114,Sunny
73,34,114,Sunny
71,34.2,113,Sunny
73,34.2,113,Sunny
72,34.2,112,Sunny
72,34.2,111,Sunny
72,34.2,112,Sunny
72,34.2,113,Sunny
72,34.2,112,Sunny
72,33.8,112,Sunny
72,33.7,113,Sunny
72,33.8,112,Sunny
72,34.2,113,Sunny
72,34.2,114,Sunny
72,34.2,113,Sunny
72,34.2,111,Sunny
72,34.2,134,Sunny
72,34.2,224,Sunny
72,34.2,225,Sunny
72,34.2,218,Sunny
72,34.2,181,Sunny
72,33.9,134,Sunny
72,33.8,205,Sunny
72,33.8,226,Sunny
72,33.8,228,Sunny
72,33.8,157,Sunny
72,33.8,142,Sunny
72,33.8,115,Sunny
71,33.8,114,Sunny
71,33.8,128,Sunny
73,33.9,208,Sunny
71,33.8,225,Sunny
72,33.8,247,Sunny
72,33.8,255,Sunny
71,33.8,257,Sunny
71,33.8,258,Sunny
71,33.8,255,Sunny
71,33.8,252,Sunny
71,33.8,240,Sunny
71,33.8,124,Sunny
71,33.8,113,Sunny
71,33.8,113,Sunny
71,33.8,125,Sunny
71,33.8,137,Sunny
71,33.8,125,Sunny
71,33.8,190,Sunny
71,33.8,163,Sunny
71,33.8,125,Sunny
71,33.8,113,Sunny
71,33.8,112,Sunny
71,33.8,112,Sunny
71,33.8,113,Sunny
71,33.8,114,Sunny
71,33.8,115,Sunny
71,33.8,114,Sunny
71,33.8,111,Sunny
71,33.8,114,Sunny
70,33.9,114,Sunny
70,33.8,115,Sunny
69,34.3,115,Sunny
70,34.3,114,Sunny
70,34.3,114,Sunny
70,34.3,115,Sunny
71,34.3,116,Sunny
71,34.3,116,Sunny
71,34.3,115,Sunny
71,34.3,115,Sunny
71,34.3,114,Sunny
71,34.3,115,Sunny
71,34.3,116,Sunny
70,34.3,117,Sunny
70,34.3,118,Sunny
70,34.3,118,Sunny
70,34.3,118,Sunny
70,34.3,118,Sunny
69,34.3,235,Sunny
69,34.3,256,Sunny
69,34.3,266,Sunny
70,34.3,276,Sunny
70,34.3,283,Sunny
70,34.3,290,Sunny
70,34.3,294,Sunny
70,34.3,297,Sunny
70,34.3,298,Sunny
71,34.3,298,Sunny
71,34.3,298,Sunny
71,34.3,298,Sunny
71,34.3,298,Sunny
70,34.3,297,Sunny
70,34.3,294,Sunny
70,34.3,291,Sunny
70,34.3,289,Sunny
70,34.3,284,Sunny
70,34.3,283,Sunny
70,34.3,279,Sunny
70,34.2,273,Sunny
69,33.8,267,Sunny
69,33.9,256,Sunny
69,33.8,229,Sunny
69,33.8,187,Sunny
69,33.8,157,Sunny
69,33.8,214,Sunny
69,33.8,204,Sunny
69,33.8,134,Sunny
69,33.8,128,Sunny
68,34.2,130,Sunny
68,34.2,129,Sunny
68,34.2,130,Sunny
68,34.2,132,Sunny
68,34.1,133,Sunny
68,34,133,Sunny
69,33.8,136,Sunny
69,33.8,225,Sunny
68,33.8,204,Sunny
68,34.3,137,Sunny
68,34.3,137,Sunny
68,34.3,138,Sunny
68,34.3,138,Sunny
68,34.3,144,Sunny
68,34.3,148,Sunny
68,34.3,145,Sunny
68,34.3,137,Sunny
68,34.3,137,Sunny
68,34.3,136,Sunny
69,34.3,134,Sunny
69,34.3,135,Sunny
69,34.3,136,Sunny
68,34.3,135,Sunny
68,34.3,142,Sunny
68,34.3,147,Sunny
68,34.3,148,Sunny
68,34.3,149,Sunny
70,34.5,148,Sunny
69,34.3,149,Sunny
69,34.8,159,Sunny
69,34.8,158,Sunny
69,34.8,157,Sunny
69,34.8,159,Sunny
69,34.8,157,Sunny
69,34.8,163,Sunny
69,34.8,159,Sunny
69,34.8,158,Sunny
69,34.8,163,Sunny
69,34.5,152,Sunny
69,34.5,145,Sunny
69,34.3,152,Sunny
69,34.3,151,Sunny
69,34.3,150,Sunny
69,34.3,139,Sunny
69,34.3,142,Sunny
68,34.3,144,Sunny
68,34.2,142,Sunny
68,34.3,144,Sunny
68,34.3,146,Sunny
68,34.3,145,Sunny
68,34.3,142,Sunny
68,34.3,144,Sunny
68,34.3,139,Sunny
68,34.3,146,Sunny
68,34.3,149,Sunny
69,34.3,149,Sunny
68,34.3,147,Sunny
69,34.3,149,Sunny
68,34.3,148,Sunny
68,34.3,149,Sunny
68,34.3,153,Sunny
68,34.3,156,Sunny
68,34.3,158,Sunny
68,34.3,159,Sunny
68,34.3,161,Sunny
68,34.3,163,Sunny
68,34.3,161,Sunny
69,34.3,161,Sunny
69,34.3,163,Sunny
69,34.3,164,Sunny
69,34.3,165,Sunny
69,34.3,166,Sunny
69,34.3,166,Sunny
69,34.3,163,Sunny
69,34.3,166,Sunny
69,34.3,161,Sunny
68,34.3,162,Sunny
68,34.3,161,Sunny
68,34.3,159,Sunny
68,34.3,158,Sunny
68,34.3,158,Sunny
68,34.3,158,Sunny
68,34.3,157,Sunny
69,34.3,158,Sunny
69,34.3,154,Sunny
69,34.3,154,Sunny
69,34.3,159,Sunny
69,34.3,154,Sunny
69,34.3,157,Sunny
69,34.3,156,Sunny
68,34.3,157,Sunny
69,34.3,158,Sunny
69,34.6,157,Sunny
68,34.8,158,Sunny
68,34.8,158,Sunny
67,34.8,159,Sunny
67,34.8,158,Sunny
67,34.6,159,Sunny
67,34.4,163,Sunny
67,34.4,168,Sunny
67,34.4,168,Sunny
68,34.4,165,Sunny
68,34.4,162,Sunny
67,34.4,161,Sunny
67,34.4,157,Sunny
68,34.4,157,Sunny
68,34.4,157,Sunny
68,34.4,157,Sunny
68,34.4,158,Sunny
68,34.8,163,Sunny
68,34.5,162,Sunny
68,34.4,163,Sunny
68,34.4,163,Sunny
68,34.4,159,Sunny
68,34.6,160,Sunny
68,34.9,162,Sunny
68,34.9,166,Sunny
68,34.9,168,Sunny
68,34.4,172,Sunny
68,34.4,171,Sunny
68,34.4,175,Sunny
68,34.4,173,Sunny
68,34.4,176,Sunny
69,34.4,172,Sunny
69,34.6,180,Sunny
69,34.5,175,Sunny
69,34.5,178,Sunny
68,34.4,176,Sunny
68,34.9,182,Sunny
68,34.9,180,Sunny
68,34.9,184,Sunny
68,34.9,182,Sunny
68,34.9,183,Sunny
69,34.9,180,Sunny
68,34.6,180,Sunny
68,34.5,189,Sunny
68,34.4,197,Sunny
68,34.8,181,Sunny
68,34.9,175,Sunny
67,34.9,177,Sunny
67,34.8,182,Sunny
67,34.7,181,Sunny
67,34.8,180,Sunny
67,34.9,177,Sunny
67,34.9,164,Sunny
67,34.9,177,Sunny
67,34.9,161,Sunny
67,34.8,168,Sunny
67,34.9,160,Sunny
66,34.9,158,Sunny
66,34.9,162,Sunny
65,34.9,163,Sunny
65,34.9,166,Sunny
65,34.9,161,Sunny
66,34.9,161,Sunny
66,34.9,164,Sunny
66,34.9,162,Sunny
67,34.9,162,Sunny
67,34.9,159,Sunny
67,34.9,159,Sunny
67,34.9,159,Sunny
67,34.9,160,Sunny
68,34.9,160,Sunny
68,34.9,161,Sunny
68,34.9,161,Sunny
68,34.9,162,Sunny
68,34.9,161,Sunny
68,34.9,161,Sunny
68,34.9,161,Sunny
67,34.4,160,Sunny
67,34.4,159,Sunny
67,34.4,160,Sunny
66,34.4,161,Sunny
65,34.8,160,Sunny
65,34.8,161,Sunny
66,34.8,161,Sunny
66,34.5,161,Sunny
66,34.8,161,Sunny
66,34.8,160,Sunny
66,34.8,161,Sunny
66,34.8,161,Sunny
66,34.8,161,Sunny
66,34.6,160,Sunny
65,34.4,160,Sunny
65,34.4,159,Sunny
65,34.4,160,Sunny
66,34.4,160,Sunny
66,34.5,159,Sunny
65,34.9,160,Sunny
65,34.9,161,Sunny
65,34.9,161,Sunny
65,34.9,161,Sunny
65,34.9,162,Sunny
65,34.9,163,Sunny
65,34.9,164,Sunny
65,34.9,165,Sunny
65,34.9,166,Sunny
65,34.9,166,Sunny
65,34.9,166,Sunny
65,34.9,166,Sunny
65,34.9,166,Sunny
65,34.9,168,Sunny
65,34.9,168,Sunny
65,34.9,169,Sunny
65,34.9,169,Sunny
64,34.9,169,Sunny
64,35.3,169,Sunny
64,35.6,170,Sunny
64,35.6,169,Sunny
65,35.6,169,Sunny
65,35.5,170,Sunny
65,35.1,170,Sunny
65,35.1,170,Sunny
65,35.1,170,Sunny
65,35.1,170,Sunny
65,35.1,170,Sunny
65,35.1,171,Sunny
65,35.1,171,Sunny
65,35.1,170,Sunny
65,35.3,172,Sunny
64,35.7,171,Sunny
64,35.7,172,Sunny
64,35.7,171,Sunny
64,35.7,171,Sunny
64,35.7,171,Sunny
64,35.7,171,Sunny
64,35.7,171,Sunny
64,35.7,171,Sunny
64,35.7,170,Sunny
63,35.7,171,Sunny
63,35.7,171,Sunny
62,35.1,172,Sunny
62,35.1,171,Sunny
62,35.1,174,Sunny
62,35.1,174,Sunny
62,35.2,174,Sunny
62,35.1,173,Sunny
62,35.1,173,Sunny
63,35.1,175,Sunny
64,35.2,175,Sunny
64,35.2,175,Sunny
64,35.1,176,Sunny
64,35.1,175,Sunny
64,35.2,174,Sunny
64,35.3,176,Sunny
64,35.6,176,Sunny
64,35.7,176,Sunny
64,35.7,176,Sunny
64,35.7,178,Sunny
64,35.7,178,Sunny
64,35.7,177,Sunny
64,35.7,177,Sunny
64,35.7,177,Sunny
64,35.7,177,Sunny
64,35.7,177,Sunny
64,35.7,176,Sunny
64,35.7,176,Sunny
64,35.7,176,Sunny
64,35.7,176,Sunny
64,35.9,175,Sunny
64,35.9,174,Sunny
64,36.2,175,Sunny
64,35.9,175,Sunny
64,35.7,174,Sunny
63,35.7,175,Sunny
63,35.7,175,Sunny
63,35.7,176,Sunny
63,35.7,176,Sunny
63,35.7,176,Sunny
63,35.7,177,Sunny
63,35.7,176,Sunny
63,35.7,176,Sunny
63,36.4,176,Sunny
63,36.4,176,Sunny
63,36.4,177,Sunny
63,35.9,177,Sunny
63,35.9,178,Sunny
63,35.9,181,Sunny
63,35.9,182,Sunny
63,35.9,187,Sunny
63,35.9,182,Sunny
63,35.9,183,Sunny
63,35.9,183,Sunny
63,35.9,185,Sunny
63,35.9,185,Sunny
63,36,183,Sunny
63,36.3,185,Sunny
63,36.2,186,Sunny
64,36.3,186,Sunny
63,36.4,186,Sunny
64,36.3,185,Sunny
64,36.4,205,Sunny
64,35.7,190,Sunny
63,35.7,190,Sunny
63,35.7,202,Sunny
62,35.7,199,Sunny
61,35.7,193,Sunny
62,35.7,190,Sunny
62,35.7,192,Sunny
62,35.7,193,Sunny
62,35.7,192,Sunny
62,35.7,192,Sunny
62,35.7,190,Sunny
61,35.7,192,Sunny
61,35.7,190,Sunny
61,35.7,190,Sunny
61,36.2,189,Sunny
61,36.4,189,Sunny
61,36,189,Sunny
61,36.4,189,Sunny
61,36.4,188,Sunny
62,36.4,189,Sunny
62,36.4,190,Sunny
62,36.4,192,Sunny
62,36.4,192,Sunny
62,36.4,192,Sunny
63,36.3,193,Sunny
63,36,193,Sunny
63,36,192,Sunny
63,35.9,193,Sunny
63,35.9,194,Sunny
63,35.9,192,Sunny
63,35.9,190,Sunny
63,35.9,192,Sunny
64,35.9,190,Sunny
64,35.9,192,Sunny
64,35.9,193,Sunny
63,35.9,192,Sunny
63,35.9,192,Sunny
64,35.9,192,Sunny
64,35.9,192,Sunny
64,35.9,190,Sunny
64,35.9,190,Sunny
64,35.9,190,Sunny
63,35.9,190,Sunny
63,35.9,189,Sunny
63,35.9,189,Sunny
63,35.9,188,Sunny
62,36.4,188,Sunny
62,35.7,187,Sunny
62,35.7,187,Sunny
62,35.7,186,Sunny
62,35.7,185,Sunny
62,35.8,185,Sunny
62,35.7,185,Sunny
62,35.9,184,Sunny
62,36.4,184,Sunny
62,35.9,184,Sunny
63,35.9,184,Sunny
63,35.9,185,Sunny
63,35.9,184,Sunny
63,35.9,185,Sunny
62,35.9,185,Sunny
61,35.9,186,Sunny
61,35.9,187,Sunny
61,35.9,187,Sunny
61,35.9,187,Sunny
61,35.9,192,Sunny
62,35.9,190,Sunny
62,35.9,201,Sunny
62,35.9,208,Sunny
62,35.9,213,Sunny
62,35.9,216,Sunny
62,35.9,217,Sunny
62,36.1,217,Sunny
62,36.1,223,Sunny
63,36,233,Sunny
63,35.9,235,Sunny
63,35.9,234,Sunny
63,35.9,240,Sunny
62,35.9,240,Sunny
62,35.9,235,Sunny
62,35.9,234,Sunny
62,36.1,238,Sunny
62,36.1,235,Sunny
62,36,230,Sunny
62,35.9,236,Sunny
62,35.9,234,Sunny
62,35.9,237,Sunny
62,35.9,234,Sunny
62,35.9,233,Sunny
62,35.9,225,Sunny
62,35.9,233,Sunny
62,35.9,234,Sunny
61,35.9,232,Sunny
61,35.9,224,Sunny
61,35.9,243,Sunny
61,35.9,229,Sunny
61,35.9,221,Sunny
61,35.9,216,Sunny
61,35.9,218,Sunny
61,35.9,264,Sunny
61,35.9,265,Sunny
61,35.9,262,Sunny
61,35.9,262,Sunny
61,35.9,259,Sunny
61,35.9,256,Sunny
62,35.9,225,Sunny
62,35.9,207,Sunny
62,35.9,196,Sunny
63,36,195,Sunny
63,35.9,192,Sunny
63,36.2,192,Sunny
63,36.1,196,Sunny
63,36,197,Sunny
62,35.9,190,Sunny
62,35.9,188,Sunny
62,35.9,190,Sunny
62,35.9,192,Sunny
62,35.9,189,Sunny
62,35.9,190,Sunny
61,36.1,190,Sunny
61,36.3,187,Sunny
61,36.6,187,Sunny
62,36.5,190,Sunny
62,36.6,189,Sunny
62,36.6,186,Sunny
62,36.3,187,Sunny
62,35.9,188,Sunny
63,35.9,192,Sunny
62,35.9,201,Sunny
62,35.9,204,Sunny
62,35.9,201,Sunny
62,35.9,208,Sunny
63,36.1,211,Sunny
63,36,216,Sunny
63,36.6,219,Sunny
63,36.6,228,Sunny
63,36.6,230,Sunny
63,36.6,229,Sunny
63,36.6,236,Sunny
63,36.6,237,Sunny
63,36.6,229,Sunny
63,35.9,230,Sunny
63,35.9,233,Sunny
63,35.9,229,Sunny
63,35.9,229,Sunny
63,35.9,243,Sunny
63,35.9,249,Sunny
63,35.9,252,Sunny
63,35.9,229,Sunny
62,35.9,223,Sunny
62,35.9,225,Sunny
62,35.9,229,Sunny
62,35.9,233,Sunny
62,35.9,234,Sunny
62,35.9,233,Sunny
62,35.9,229,Sunny
62,35.9,230,Sunny
62,35.9,235,Sunny
62,35.9,241,Sunny
62,36.1,253,Sunny
